,0,filename
34,"skip to main | skip to sidebar Kassiopeia
Some things from everyone

Saturday, February 14, 2009
I was so girl or girl
 
I took the bus to go to the market, a stop after me got on an old woman and a mentally retarded boy next to me. The woman is quite old and I guess (I think she was, of course she was) uneducated, the kind we call ignorant. No, that was what I thought of that woman at first.
The woman sat the 13-year-old boy on her lap, the boy kept saying I was open and said he wanted oranges. He was also moving. The man they are sitting next to (actually not a man, but a piece of wood, ass, scum, creatures created in the form of a human being, or I don't know how to insult me ​​yet, I am very angry) after a while, 'don't do my child, sit down, don't do it, just stop a little' Be as comfortable as you want, tissssss) what are you doing? Your shape also uses words that qualify as half a sentence. The old woman constantly hits the child on it. I thought it was the ignorance I wrote in the beginning, but the main reason was not his ignorance, but the public pressure he had suffered in trying to educate this child all this time. It is not the crime of having such a child, the crime is about it, believe that such a thing will never happen to him, the pressure of the unnecessary human investigator, his lack of understanding, his dishonesty. Anyway, hush, after sitting down, MAHLUKAT constantly tried to direct the child to the empty seats. Look, you are empty, go sit there, look, you are late, they sat down, hums and tricks. I was just going to turn around and dive into the Creature, the man sitting on the opposite side (a man like a man), that is, emptied and summoned the boy to his side. The old woman sat there, very reluctantly, the child. When the boy started playing with the bag of the man he was sitting next to, another blow came from the old woman. It's a tragicomic incident, I must say with embarrassment, I laughed. Anyway, the man turned to the woman and said why do you hit him, let him play, this is my postage, I allow him '. The woman stopped hitting, to continue later :) Anyway, the boy was still talking about orange (potoko, potoko, potoko). Another female passenger gave the child one of the bullcases given to her from the women's days she was gone. However, the boy must have disliked the bulgarian from which he started eating that he started to pull it out of his mouth. While I was waiting for the floor to get dirty (by the way, the woman started hitting again), the Man she was sitting next to (after which I had SUPREME PERSON) took the child's mouth and wrapped it in a napkin. The woman continues to shoot, the man was angry again, because he did not like it. I admire the man. That's great. Man with a mustache, bald, dark, middle-aged, daddy. As I got off the bus, I turned to the man and I knew he was the only 'teacher, I was late to intervene, but I hope I can cultivate tolerance of all my students like you, have a good day' I was embarrassed and still embarrassed that I did not intervene and embarrass O MAHLUKA.
We just spoke with Efe, who is more experienced than me on this subject. I wonder how to educate the families of these children, but after I hang up the phone, the problem is not education in families, the problem is educating the society. The old woman has developed a defense in this style after her previous bad experiences. Hit the boy! That old woman who was so socially excluded, stimulated by society, that she could not know the pointlessness of hitting that child. This must be the pressure of the neighborhood. Half-ignorant neighborhood pressure.
I asked Mahir Efe, what can I do as an individual? I do not want to be a part of volunteer organizations, their aims do not satisfy me or there are some people who do not give confidence. What can I do as a principal? How can I help you individually? Mahir Efe has offered a few suggestions, I hope my attempts will not be inconclusive.
What do you think I can do? What have you done?",130.txt
35,"I did not know when I was posting this title. But somehow I know now. Animal Rights defenders are angry. Maybe I'm a little offended by animal lovers. Now you will ask why? If I say zoo. No, I don't want a house instead of a zoo. You don't get it, I'm angry with the so-called animal lovers who invented something called the zoo. He takes animals from beautiful places to live and throws them behind chains. We supposedly love them. So what would it be like if he took a bear and locked you in a cave? I think you agreed with me after a little thought.



Isn't it important that the white lamb you see in the sample picture grows freely and freely on the mountains? Perhaps someone has been making us forget the concept of my freedom lately. Since my site is about cinema, I recommend you watch the movie Vforvendetta right now. These days, we are a society where the meaning of the concept of freedom makes no sense other than reading it in a dictionary. But I say, the events of the War of Independence and the 5th March events are known in the world. While promising service to us, we are told to take our freedom and be silent. Let go of fake animal lovers, free these beautiful animals. Let them sail in the deep seas, let them rebel as if to sing ??

Not finished. Where are you going? There are also pets. Animal lovers (so-called) keep the animals in apartments saying that we love animals for our children. No, they teach their little children about slavery and slavery rather than animal love. I wish the bears would put them in a cage and teach human love to their own offspring. Let's see how it feels. However, they can understand that way. I say this, I need another revolution. The concepts spread by the French Revolution have disappeared.

I want to talk about the murder of these so-called animal lovers living creatures is a crime, while I have repelled my anger with them. I am sure you will call it a coyote now. Isn't it good when eating kidney beans or a live? Now what happened? So-called animal lovers, I'm waiting for your answers.



Mustafa Türkan (Your word out of the assembly)



2 Responses to ?? I don't know who I am angry with! ?? Comments RSS
 mischief

my father is a veterinarian, my father says that as I get to know people, I love animals more. Come on let's see now to travel comfortably ?? he says. He talks to animals too, I've seen a lot. ?? How are you yellow girl ?? diyo.bizim, we have an animal farm, ya.essah is the subject. They say something called mççç meee haavvv.

Answer",131.txt
36,"Stay away from me today ... If you have a mind ...
Smoke from my nose and ears, fire from my eyes ... Although I haven't had breakfast yet, what has happened since the morning has suppressed my hunger if I'm afraid .....

Again in the morning, I started to wait until it was full. It is like hell in the morning, both the traffic, the constantly full and narrowing time ... Fortunately, one of them - it would not stop - stopped and dropped passengers where I was waiting. I got in, took out my wallet, and since I had no coins left, I extended it for 20 TL. He started to be rumored, looking badly in the mirror, stopping in the middle of the road and lowered me on the grounds that he had no coins. Obviously he has no right to lower it, but the three-penny driver (not all of them, of course, but the sample I encountered this morning was really three pennies - or a maximum of 1 TL 75 kurus, because he lowered me because I did not give this money) ""go to the back to get a ride on a full truck"" Also, it means that other dolmus can give change, but there is a problem with this model.

Anyway, as the people living in Kadiköy, I think we have been accustomed to them for so many years that they go slowly when empty, they go fast when they are full, they do not drop passengers and block the road as soon as possible, two of them stand side by side and obstruct the road ...

It must be one of the examples of being disgraced with your money when I live in the morning, and here I send my best wishes to the driver who makes me feel bad as if he was on a full load without money ...

Anyway, I got on the ferry, I sat outside to calm down and get some air ... A fine arts student / or student island 3 girls are sitting next to me, seagulls, cormorants and storks at the breakwater ... I was overwhelmed with the conversations of the girls coming from the side while looking at one of the scenes of Istanbul that I will not get tired of seeing. .

""Oh vulture, look at the idiot, he's lost his way,"" he said, looking at a standing lady with her head close to her torso. My disbelief was confirmed by his friend right after him. ""Hah ha yes stupid vulture""

A few years ago, Barbaros Sansal was a guest on a television program, whoever you say, he is a fashion designer working with Yildirim Mayruk, and he is the assistant of Yildirim Bey. While talking about the fashion shows, he stated that he could not wear gloves on Turkish models because they lost time and disgraced them because they did not know how to remove them. Later, when we were having trouble with another fashion designer at a fashion show in France, the answer was, “We are fashion designer, we have been dressing for 300 years, but you are only a few 10 years… That's why your models have not been able to take off gloves.

Maybe it can be perceived as a humiliating discourse, but neither I nor anyone else can deny that the state we are in is ignorance, the one who denies has not read our history, that is, he is ignorant ....

While Mozart composes in Vienna, where we rely on our doors, while Women and Men are walking side by side with medieval clothes and hats, we turn the paintings inside the shadow of the Arab culture, we discard the art, we are in the emigration method of haremlik and we are in an illiterate family. A child who turns out to be an engineer is actually ignorant that he does not know that he will establish a family that can learn the etiquette he did not take when he said that he was no longer ignorant, but after 3-5 generations.

That is why you breathe the oxygen in the air together with many people who scatter terror in traffic, celebrate their victories with bullets, who do not know how to walk and eat, and who wipe their mouths with bread instead of napkins.

I'm angry, maybe I'm more sorry, but it's not getting better.",132.txt
37,"Dear Diary,
I am in the midst of extremely tense days.
The threshold that gave me strength now gives me tension, I don't understand.
When I first started to write, a discussion called ""why are you telling about your day, what is it?""
then it was said ""if the bankers stayed as bankers, why would they write?""
Now it's as if he's already so praised,
You will see that he will come to shit the creative writing thing.

Daily,
I also triggered my reader's sense of ""nekst pose"".
In fact, this feeling is often triggered in playgrounds.
Let's run and swing the swing, the brother came and let's go down,
Now let's get on the seesaw, now let's get off, let's go on the slide
-If the accident child falls into distraction ""I looked at you from the top of a slide, oh dear Istanbul ""-
""Look brother is waiting"" or ""Are we here to sit?""
I mean, an endless new position expectation with ""Kaysana Come On Kaysana"" s.

Junot Diaz wrote The Bizarre Short Life of Oscar Wao, which Pulitzer received, in seven years;
he also teaches creative writing at MIT.
Kiran also wrote his first novel in seven years and
Previously, although the author was a mother, y.y. involved in the incident.
With seven years, the creative writing thing exploded in my hand, is it okay?
Now I read, after seven years, is it a definitive novel, a simple novel?
either Pulitzer or Man Booker wait.
It has been four years and four months on bubenimhayatim.com before I can say ""This is my hand, this is my arm.""
Touches the tooth yet, what I wrote, I'm just getting hot.
The only advantage of this job is the delusion that ""the older you get, the better it will be"".
An ungrateful thing you already call prose; you are as good as your last article and as well ...
I forgot.
When you say seven years, it passes like water.

As if it was not enough that I took the responsibility of having a reader even though I am not a writer,
Now I said to the press, ""Come on, let's make an Emotion, do it and see!"" will be named as
new position expectation has emerged. I lay this expectation on your back,
Should I try to dodge it by spinning the ball between my feet?

Do you believe that nobody hurts the diary woman with a baby?
This is like military service. It happened to everyone once.
If you want to breathe a little, you have to come up with a good reason.
I was gruff inside me, I was cracked with curiosity and so on, but noble I was overwhelmed.
It was the result of such an annoyance, the cry ""Now is the time"".
One day of the week being able to leave Nil to my mother for four hours (she was asleep for two hours)
It was the best I could do, as there was no valid reason other than going to school by my mother.
Initially my mentor had offered to join the painting workshop together.
His offer, by gifting him the cup with the bas letter on it,
I gently put it off for another spring.

While trying to create a time zone of my own, it was not easy to leave the Nile.
I was always late for the class for twelve weeks, it didn't change once.
One time, I even entered the classroom from the balcony to break the routine, and it was good for all of us.
As the name suggests, ""power plant campus"" is possible from an architectural point of view.

There is no verbal, written, or opinionated or anything like that, but let it be!
On the first day, ""I am thirty years old, I have a daughter of one year old, I do not write a novel between my short and medium term plans,
I came here to take a breather too. But of course I have to write a storybook in my mind, ""I said.
Indeed, this desire started when I was pregnant and continued in intensity after Nil was born.
Because the fairy tale world needs some pruning.

But you know what am I noble for?
My mentor said at breakfast on the first day of the workshop:
""Keep a diary every day for 12 weeks, and then try to be a writer,
It is a story as the adventure of a young, single girl from Cihangir, who also attended a creative writing workshop.
150 pages is enough for you. ”He said!
He said exactly that and you ask me diary, what have I done: Nothing!
I did not even look in your face.
So what did Ayça Sen do: He wrote Hirs and Ceza.
Now do not let this turn to the ""Juggler was mine"" parody of Savas Ay.
I have plenty of ideas in my mentor.
I will necessarily sew one to the feet.
It didn't work, let me stop with open arms in an empty field, a counseling around me
I can find the money by building the office. I think this is also a very creative idea.
Now I feel like I am a very creative writer, have I relaxed myself a little bit of nervousness, what ...

The girl woke up diary.
It is not over yet, I could not set my feelings to my heart anyway,
wait, I'll write again tomorrow",133.txt
38,"They don't even look good together: (First of all, I'm very angry, sorry, bored, in a chaotic mood. But it's all about negative emotions. Everyone knows that this work will not remain limited to the university, but it is trying to ignore it by burying its head in the sand. Thank God some of them unwittingly voiced their opinions and declared their ultimate purpose. This has nothing to do with the right, the law, education and human freedom. This is all about changing the country's regime. Nobody should claim otherwise, everybody knows that it is a lie. Today, the university, tomorrow high school, then primary school, then babies like that 3-year-old girl on Wednesday.

Look, I read the Quran. It is written in only one sura and one verse that women should cover their jewelery places. Since when is our head a place of ornament. Moreover, I strongly agree with Latife Tekin's statement that if God wanted us to cover our hair, she would have made us bald. They empty religion and escape completely to formality and therefore try to polarize the people. Since when has secularism been irreligious? Have you not been able to practice your religion in this country for so many years and will you live now?

My dear primary school graduate father said the most beautiful yesterday: Men are trying to dominate them, and these girls are tools for them. They are worthy of such men then.

I wrote it many times, but I will write again. If you, as a woman, support a system that does not put you in a human position, regards you as a second class citizen and deprives you of all rights and freedoms, I have no words to say, you have read it for nothing. My dear fellow, you have only taught, not education, but not learned to work your head.

Do you think the event will stay with it. Let's take a look at the regime they want to bring you by making a table and see what you will lose. No, I wear the headscarf, but I also use the gains the Republic has given me. After all, you help people whose aim is to destroy the Republic. Nene Hatunlarin, you have the bones of Black Fatmas. They joined the War of Independence shoulder to shoulder with the men to bring us out of the darkness.

I am so full of anger, my anger has not passed, it cannot pass, to all of them. The RTE, the fuckers, the government, the MHP, which has partnered with RTE to raise its falling votes

May God bless our end.

Note: I closed this article to comment. I do not want to get into a polemic with anyone, this article is a complete inner pouring.",134.txt
39,"I'm so angry blog
 
Can't a person understand a sentence in half an hour? As soon as they do not understand, that kit wants to pull the event to another side with its mind and make you apprentice, obviously, when he makes a sentence in the language he will understand last time, he pauses. Well, crass, what did you do? I thought I was human for half an hour and told me. No, you insist on staying as an animal. I became worse animal!

the thing is, I never force the other party to do anything. Understands the moments I tell this as it is an official job. tells the requirements of a document and I do not click on the keyboard without the approval of the other party; Well, this crap both tickles the keyboard and puts the paper of the transaction that the man / citizen does not want to do on my desk! Look, look, look, look at the dork! man, yeh this is already started to write the article, I mean that even if I do not do the other process, I can take this document and go out before realizing that the thought may be generated; uh crass! again crass! I did not even rub my hand on the paper; The man was convinced and I wrote when he wanted to, I signed it. When the man left, it was my turn to tell this to the boob; Look, don't put this document on my desk again! Look, look at the answer; then I wouldn't work! I'm going to ask you if I'm going to work or not! I told you again; I told him that I would not force people to do anything, that he could do it well if he wanted it, but that he would never put paperbacks on my desk again in this manner, without using these words of crass and rambling. did not understand.

well enough that I consume so much breath; I said that if he does it again, I will forward the document to him with the citizen. I think he understood this language. he was silent. half an hour of my breath and my time; I drank 2 cigarettes and a tea on top of it, I still haven't calmed down, I want to throw the man down the window if he says one more word
Posted by handan at Friday, August 21, 2009
Tags: stupid, stupid endure, twat, crass, animal, animal, whoever always finds me
0 comments:
Submit a Comment

Next Registration Previous Registration Home Page
Subscribe to: Registration Comments (Atom) Followers

 About me
 
handan
scratches in boredom
View my complete profile
 Blog Archive
? 2009 (342)
? December (25)
like a flower; arif sharper; korupark; south; market ...
flirtatious stories (2)
flirtatious stories
copy paste; he likes the prohibitions of his lovers ...
new new habits
Are you nervous / warm?
40,41,40,41 ....
talks
my spring
...
all the Mornings of the World
all things solved
Originally made me mark
How the hell was spending time at home !?
promising aprants
a male world; hippodrome
I'm bored
mountains of my country! ...
I missed...
ararate
kizzzz! ....
a dark love! ...
igdir; haydar aliyev park; purple coat & orange accident ...
nevizade
? November (33)
that's all for today!
my school!...
my childhood my adolescence; my home; my first love...
Here are the mountains where I grew up
veee agri mountain / ararat
diyarbekir; cigerist wishfulness master
igdir, istanbul simit sarayi; breakfast
coffee in diyarbekir
12 point
Eastern Anatolia
power
When you took off a man's watch, we robbed him ...
steeled!
Home after 5000+ kilometers
rich drink
ale
`` patire esta '' *
heartily !!!!
From the land of my birth to the land of my birth
`` If an invitation comes, we will even go to the Friday prayer '' by ...
channel d, bus, race
Someone stop me!
This is not me of course
scales
women who have sex with married men
? October (20)
? September (24)
? August (40)
You have a nice way
imagine this either; lace
19 years ago today
1, 2, 3 more interviews
2. single opponent; the way misses
only opponent is the remedy
I'm so angry blog
crow
the birds were taking off inside me
play time
winter
apolyont lake
understanding of the day
Watch ""changeling"", have it watched; for mothers b ...
I want a vacation again! I'm going!...
bury me in this appetizer plate, okay !?
times of pleasure (3)
such an evening
moments of pleasure (2)
times of pleasure
`` I mila ''
Who is `` I'm Mila '', what is the case, Lawyer Adem ...
Who is ""I'm Mila""? first news, then interview
Yurtsan will write in atakan aksam now :)))
`` Kurdish opening ''
guerrilla tactics in relations
1 less 2 more
barcelona barcelona
domestic situations
What does ""household dishes"" mean?
kidney beans, kidney beans, etc.
nowadays
greetings, delusions, nazlican, your waiters ...
the front of those who do not deny their rights to Kenan Evren, ...
I have friends who love to receive, not give
The prime ministry is something that can be left ""aside"" ...
over and over again
The front of ""I do not halal my rights"" is widening
how stupid you are happy donkey
Don't miss it if you find it: Geert Mak / Köprü
? July (28)
? June (22)
? May (25)
? April (31)
? March (29)
? February (24)
? January (41)
? 2008 (355)
? December (33)
? November (42)
? October (19)
? September (38)
? August (43)
? July (45)
? June (32)
? May (81)
? April 10)
? March (11)
? February (1)
 I'm following
 Flying Dutchman
EREDIVISIE 2009-10 FIRST HALF EVALUATION
1 hour ago TROFOLO
The Taking of Pelham 123
3 hours ago asliberry
Hear me with your love
4 hours ago ZEN IN THE KITCHEN
An apple every day
5 hours ago WHAT HAPPENED
how to press alone
11 hours ago IT'S NOT SO DIFFICULT
tansic *
13 hours ago April and South
Discipline
13 hours ago ÇerÇöp
successor predecessor
18 hours ago AQUARIUM
9. AFTER THE SAPKA PARTY
1 day ago '' me '' flurries
add remove
1 day ago Cat Kitchen
Enough, you're dead too much now
2 days ago PuCCa GÜNLÜK
The best gift is the one that has not yet been given (3 days and 3 nights such as a holiday with Murat Bozla)
2 days ago Ayse's World
I need a lot of biscuits because
4 days ago MARGOTTO
season variables
What I learned from patients 4 days ago
to heat
5 days ago Eternal texts
Open your eyes
5 days ago Pretty in Think
I want to make a fix, sayin blog!
2 weeks ago Gezgin MartI
Switzerland
3 weeks ago Spiritus Libertatis Dimtis Dimtis
Les Climats
3 weeks ago murat emre kervancilar
We are in the middle of life like (dante-5)
4 weeks ago FOOD ENGINEER. com
QUOTES: GMO PRODUCTS; HOW MANY SIDES DO THE MEDALL HAVE?
1 month ago desiretoinspire.net
News flash
1 month ago sandaletliseyyah> borabilgin
1 month ago Tribal Approaches
32 What the hell?
4 months ago Give Me Your Sentences
Don't Call It Lan!
6 months ago",135.txt
40,"There is anger in my tears against you. I went out hoping to see you, hoping to see you, but you weren't there. That's why I'm angry at you, maybe a little bit offended. It was ridiculous. They call you like that. At that moment, something was ruined inside me, I got hurt, I put myself to sleep with pills or I would go a little more crazy How many times I went to hear your voice cursing the phone to my memory. I thought about the possibility that you could always have your girlfriend with you. Then I would be more upset because I would have softened your not wanting me with your being revolutionary. You were married to the revolution and relationships could interfere with your ideals.

                 I started to forget your face now, I can't see you in my dreams, and it hurts me more and more every day to forget you. ...",136.txt
41,"I'm angry..
I'm angry yes!
I'm angry with the disease called death!
I'm angry with that disease that keeps me crying!
First he took Oguzumu .. Then Fuatimi .. Then My Gizem .. Then Berkimi .. Then Burakimi ..
Aldi son took dishonest malady!
Was it Anilda now?
Get! Take me too!
Young, old, years ahead of him .. He took it without saying!


You get such good people ..
Today! Just take me today.
I will be waiting for you.!
Come to my bedside, talk to me;
Then I want you to sneak and quietly take me!
I deserve it at least.
I'm upsetting others ..


My tears have not stopped because of you!
You took everyone around me one by one ..
Where were you the nights I begged to take me too ?!
You never be with the people who need you!
You always take those who are afraid of you!
Have you faced your fear and made it fearless ?!
They call it an angel for you ..
I do not believe! You are the royal servant of Satan!
You are just a servant!

Come on, get a bad person for once.
Come to my bedside tonight.
You give the answers first ..
Then I swear to you that I will give you my only being; my own life.

I got it with my anil ..
Yes! Understood..
Mortal world,
No one should be upset.

And..
I've been upset until now, ""He's dead for me!"" I apologize to everyone I said!
I forgive all those who upset me ..
Because ""death"" does not come to a joke ..
Halal your right!

First; The most upsetting in my life is my mother. - Zülal Yilmaz, my father - Semih Besikci .. Melike Kaya, Simay Akkaya, Murat Büyük, Fatma Karagöz, Muratcan Erdel, Burcu Sahin.
Basta Ugur Ülker .. Dilara Zorlu, Selen Ayhan, Göktug Dogan, Bahadir Kahveci, Selen Yildirim, Melek Yildiz, Ceren Aydemir, Azad Atakan Bilgin, Burcu Apaydin, Erdem Bay, Güney Demirci, Göksel Akgün, Aral Akçin ...

I love you very much ! I beg forgive me for what I have done until now.",137.txt
42,"I was very angry ... my anger is worse than my anger ...
  There are things in your life that I cannot understand and lack empathy ... But of course that is your life ... Despite this, I believed that I had a place ...
  You stated that you used me to satisfy yourself ... And I said well done to you ... Continue just like that; of course you will be rewarded ...
 Life doesn't always have to be the same; In fact, the day will come and everything that I think has no end will end ... The problem is not this change or the loss of my belief ... The problem is not that the apology is bigger than the fault ... Only the fractures I feel hurts me very much ...
 The same things always happen to me and I know that history repeats itself ... My concern is only with myself and what you make me feel right now ...
 Does all this stop me from loving you? Of course not ... I'm still going crazy for you!",138.txt
43,"Look benjamin I have an allergy now on my palms ... it is scratching, itching, it is swelling and so on ... cut my father's approach now you bad guy!

annovn = a, father = b

a- Dad, my palms were allergic, itching
b- no, it means money will come
a- no father or something, it is grimacing at first, then it hurts terribly
b- then you will be beaten first and then the money will come
a- hey dad I didn't know you were such a superstitious man
b- you work ..

What do you mean, father or servant? I want to ask ... it bothers.
siçan di best endi biigst annovn


In essence, I am very angry.

Vallahi is also very angry.

Sometimes I question who I wrote for what.

Write a message I say to myself, looking afterward, at least right now, there is nothing I can do, or anything else I do. I'm writing again.

I write again, even if I know I'm gonna knock it off again.

I'm very angry with the reaction, or the unresponsiveness. So belese, hazira is out of order.

He has given up thinking, questioning, researching so much, he has not shaken so much.

Vallahi also do not understand. I cannot understand these people. I do not realize how to continue living in this way.

I cannot understand how a person can live and breathe without questioning.

I do not understand you, him, the one next to you, bro. Even once ?? why ??? I cannot understand the human being.

In essence, I am very angry, but I never let it go. I close my eyes, bend my head, I sigh. I am shooting 42 movies at that moment in my head. Then I lift my head, open my eyes and look into those bombshell eyes.

Really, look really ?? I cannot understand neither you nor him.

In essence, I am very angry.

Address: Whoever concerns him ..",139.txt
44,"How much Güsel waking up early in the morning to a bright day,
Immerse yourself in the oven and get hungry among the smells of bread, buy 2 bagels and swallow them with cherry juice :)

How Beautiful Is It?

How beautifully thin it is, to dress my daughter thinly without saying that she is cold,
As soon as you wake up, opening the windows wide, breathing deeply,
How beautiful it is to distinguish bird and child sounds from the outside ...

How beautiful everything is ...!",14.txt
45,"I don't know how many months I waited for this street to be built. In vino veritas was very meaningful as the name of the bar and as the name of the wine shop. The renovation work is finally finished. Another 50 years will not break the street, I'm sure that, but when the work is finished in vino veritas did not open. The moment was frozen for me when I passed here on the way to class for the first time. Seeing this phrase on the sign pointed to very fresh pain. There was no more pain afterwards. I still wish I had opened and I would have gone. Maybe later I'll open a wine shop and name it in vino veritas. I'll cut the eye of anyone who stole my mind! because it is so original that nobody thought of it :)


I love audrey hepburn. not like that. very. No matter how much care a person may be, he cannot choose another body and soul instead of his own. I wouldn't say no if I ever come to the world again and it was with Audrey Hepburn's grace. I am convinced as well.


does people miss your mess? my life seems more full when scattered. It must be the volume of folded papers. like you're doing a lot. Planning the week, month, and months with a flipchart. to make a perpetual calendar and plan. feeling as you plan your own life. It doesn't matter if the plans are interrupted. I make so many plans that somebody comes true and what happens is fulfilling various functions such as making happy, entertaining, giving peace.
* no wonder. *

(d) im very fond of cooking. I haven't cooked anything for two months. not a good sign. And when you are outside, to make mantı, lentil meatballs, carnivore, bulgur pilaf / make it for the first time and be more satisfied with everything you have done so far. By the way, I would not dare to fall in love with mothers, mothers, grandmothers and aunts of the people you will taste these meals with. An Italian chef said, ""I was logical once in Turkey. Every customer commented that my mother's, my aunt's, my mother's is more beautiful, intervened."" he. ravioli, stuffed leaves .. these are sensitive issues.

On the outside, it would be wanting someone you love to discover a taste you love very much. If I love a person, I have cooked for him, offered to do it, wanted to do it, or at least I felt like it.
It is already a heavy burden to do what I learned here last year as soon as possible. Finding the necessary materials is a real nervous breakdown, and we are very pleased to see the exorbitant prices on imported products! I want a friend who goes to france every two months, and I reserve the right to deliver 3-5 kilos of courier service for each trip.

Complain about smoking in the cheesy of those who have fought with smoke for years (very hysterical ways of fighting sorry, pushing me). then just enjoy yourself with your coffee. This habit is only in question if smoking is slim. I know there are a lot of people like that :) my difference is that it only applies there and then.
and now it's time to confess
When there were 4 people in the house and the other three (including me!) were non smokers, poor fourth always drank on the balcony in freezing weather. We started smoking after he left. carrying the table to the kitchen, accompanied by coffee, chocolate fondue and fortune telling. After all, there was no one to smoke all the time. a drinker who will find this habit of ours!
it was sheer rudeness.


A place with chestnut kebab on the street feels like home. No matter how far you are from where you have seen yourself as home for as long as you can remember. Okay, if it can't feel like home, let's say it feels a little belonging.

Belonging to chestnut is an impossibility in raclette under the current conditions! My mother won't let me smell the house like that in life. Both the raclette mother's house and not the student's house is for a single room (no single room!). I don't want to think how the supermarkets that sell a bite of gouda for 15-20 YTL, have already flown in raclette. delicatessens, on the other hand, speak from a completely different financial dimension. And forget it, I don't have a raclette grill!


there is more to it. until then, let me plan a little ..

Now these are good memories and habits. otherwise I am not a person living in the past. i'm not patetic at all!",140.txt
46,"The weather hit all of us, we suffocated in the scorching heat. Maybe this is why I am meaninglessly depressed ... Even though I have no power to raise my hand, I do not want to raise it. And if there is a cook ... Who will come to your aid, I am on the road but I do not. In my depressed days, I would like to lie down and lie alone, without responsibility ... Who leaves alone with yourself. My daughter has been whimpering on my head, and has been whining all the time lately. When he moved to a new house and started daycare, I don't know him anymore. That cute, self-sufficient, beautiful girl who thought she didn't know how to cry went away, and a grumpy, crying girl came. I had learned the books. I assume that it is a temporary period and try to move on with my life. Work fatigue, road fatigue, waiting jobs at home, a child and spouse I need to take care of ... My daughter is also sick, every morning and night at the beginning. I can't remember what it was like to sleep. I checked my memory but no information came in :)) Oooooof offfff I want to be alone, without even moving my finger. Whenever there is something new in my life, I am like this, am I crazy or what am I? I think I have to take a serious step and find the reason for this and overcome it. I also want to live an ordinary life and deal with daily sorrows and joys. My wife says ""you need a format"", I think he is right. I wonder if I go to my childhood, maybe I will solve the problem :)) It happened years ago, traces of upbringing mistakes are carried to these ages and we encounter them everywhere. That is why I sometimes get tired of raising my daughter so that I don't make mistakes or minimize it. Maybe that's wrong too, it shouldn't be that hard ... ""Love"" is the magic word I guess.



I need a vacation and a place where nothing is expected from me. Come vacation ... I want to dive into the deep blue depths and just listen to the whisper of the water. Just the sound of water, free of even my thoughts. Even thought was refreshed. Calming down and purifying with this sound that caresses my soul ... What more could you ask for?",141.txt
47,"My dear, you look like a strong person, the excitement of being a mother once again, I can't say you forget the past, you are right, but put yourself together a little bit, your sweetest girl and your spouse are your source of life, every day is more beautiful than the previous one.

12:22 AM
Unnamed said ...
I've been reading you for months
and for months, maybe i've been understanding
When you said in an article that I was wondering who read me, I liked it so much
Maybe you won't believe it but I'm grappling with the same feelings and nobody seems to understand
I was literally locked in reading what he told me, as if I read myself for a moment
I can't even write ...
love
istnbul
star

12:37 AM
supply miracle said ...
I want to say I have the first five paragraphs ......

8:25 AM
pinarbk said ...
Aybala, don't do it dear ...
We are all in the same situation. In some lines, you described me in a very real way. This city is grinding us. road our lives and endless deeds steal. But let's not be afraid. Let's resist more, more ...

As for your father, there is no word to say. My throat is knotted. I cried, I was left to cry ...

9:13 AM
Unnamed said ...
charisma is gone because of you: I opened up your dream, I was reading, of course I resisted not to cry, but even if I tried not to shed tears, they became like bloodshot (I looked in the mirror later) One of the nurses had aphthae in my mouth and came to me because I could not understand what happened when he saw me, but I did not explain.
my lamb
This assistantship is very tiring, yes. It absorbs one's life energy, and the remaining pulp is not enough to devote time to anything, especially for himself. Just a little patience, please. You will come here and give your energy to me too (you get it)
a friend from the south ...

10:23 AM
HülyArda said ...
I am the same lately, it has always been the same, even for the last few years, I don't know if I have always been like this, I don't even have a friend I could hug and cry, but I used to cry, but now, why do these fathers pass early? My father went early, but I needed him more ... I want him to be with me in every difficult moment so much that it hurts to my bone marrow. I am always half missing, and I know it will not be complete. It does not turn into ashes, whatever pain this pain is, my goal is not to upset you more, but I just wanted to pour out my heart ...
Life is like this, maybe I can collapse, maybe I have to turn away from the end of depression, why I always have a baby that I do not want to be unfair, I don't even cry as much as before ... I have to be strong ... thanks....

12:45 PM
cAg said ...
Dream
I understand you so well, do you know what's wrong with being a Capricorn? We get our share. We start questioning life immediately and we go into unhappiness syndrome. I understand from the summer that I will experience this minor depression again these months. I've always had depression in these months for many years, no wonder, but it will pass, WAIT DAY OF BIRTH, and meditation is perfect for us ...
I kissed",142.txt
