Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Im Schatten der Waffe,Turan Kalle, , ,"
Action, Thriller            ",(1994)
Tornavida,Savas Esici, , ,"
Action            ",(1979)
Eniste,Savas Esici, , ,"
Action            ",(1979)
Famine,Omer Sarikaya, , ,"
Action, Drama, History            ",(II)
The Maltese Bulldog,Austin Kase, , ,"
Action, Adventure, Comedy            ",(2010)
Ölüm vurusu,Çetin Inanç, , ,"
Action            ",(1986)
Delioglan,Tunç Basaran, , ,"
Action            ",(1972)
Kallesler,Yücel Uçanoglu, , ,"
Action, Adventure, Crime            ",(1972)
Talihsiz Sans,Suheyp Tosun, , ,"
Action            ",(2009)
Ninja gece savasçisi,Cevat Okçugil, , ,"
Action            ",(1986)
Generation Last,Joel Juarez, , ,"
Action, SciFi, Thriller            ",(2012)
Çapkin hafiye,Çetin Inanç, , ,"
Action            ",(1972)
Cezani çekeceksin,Feridun Kete, , ,"
Action            ",(1972)
Cesurlar,Tunç Basaran, , ,"
Action            ",(1972)
Cehenneme postalarim,Naki Yurter, , ,"
Action            ",(1972)
Casus avcilari,Yavuz Figenli, , ,"
Action, Crime            ",(1972)
Büyük vurgun,Cevat Okçugil, , ,"
Action            ",(1972)
Büyük bela,T. Fikret Uçak, , ,"
Action            ",(1973)
Biz belayi severiz,Erdogan Tokatli, , ,"
Action            ",(1972)
Bitirimler,Kamil Ersahin, , ,"
Action            ",(1972)
Bitirim,Mümtaz Alpaslan, , ,"
Action, Comedy            ",(1972)
Deepfake,Erkut Altindag, , ,"
Action, SciFi            ",
Mahsusa: Yuzyillik Muhur,Mehmet Çetin, , ,"
Action            ",(2018)
Vur gözünün üstüne,Çetin Inanç, , ,"
Action, Adventure            ",(1977)
Ya Istiklal Ya Ölüm,Murat Seker, , ,"
Action            ",(2021)
Hayat Nedir?,Turgut Eryilmaz, , ,"
Action, Adventure, Comedy            ",(2019)
45 25: #KusursuzCinayet,Biray Dalkiran, , ,"
Action, Crime            ",(2019)
Zor Oyun: Kapanmayan Hesap,Ümit Degirmenci, , ,"
Action            ",(2018)
155 alo polis, , , ,"
Action, Drama            ",(1995)
Afilli delikanli,Yilmaz Atadeniz, , ,"
Action            ",(1976)
Çoban yildizi,Yunus Yilmaz, , ,"
Action, Drama, Musical            ",(1983)
Cehenneme dolmus var,Yilmaz Atadeniz, , ,"
Action, Crime            ",(1971)
Jilet kazim,Yilmaz Atadeniz, , ,"
Action, Adventure, Romance            ",(1971)
Kurt kani,Mehmet Aslan, , ,"
Action, Adventure            ",(1970)
Püsküllü bela,Çetin Inanç, , ,"
Action, Adventure            ",(1970)
Malazgirt kahramani Alpaslan,Muharrem Gürses, , ,"
Action, Adventure, History            ",(1967)
Kara Sahin,Yavuz Figenli, , ,"
Action, Adventure, History            ",(1975)
Bizansi titreten yigit,Muharrem Gürses, , ,"
Action, Adventure, History            ",(1967)
